Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
5/8/2002,629.1168,163.7852,91.6974,652.2259,70.8114,107.9791,13.0426,20.5469,18.5724,6.0742,72.0225,26.9237,238.1439,57.3724,112.1606,36.4752,222.794,87.2797,43.2559,117.0368,244.1728,152.6174,70.4853,256.7439,406.8681,100.5079,374.3853,712.159,120.593,418.1148,768.0778,34.2028,890.7675,47.5419,91.1096,620.178,191.9684,385.1604,272.6804,367.1311,351.5586,340.9315,417.7096,448.4435,472.2683,659.8045,1026.6915,1372.6079,1383.1817,2425.0123,2461.3184,3075.7682,3186.5801,3180.9354,3205.0417,3207.4175,3361.0208,3449.2785
5/9/2002,274.196,64.3015,56.3303,264.0064,33.3569,43.5209,5.438,8.2786,7.2226,2.3575,29.9776,11.0047,98.716,66.5632,75.1889,16.7251,91.3861,36.6804,31.8239,79.0268,100.7743,64.7579,44.4421,111.4199,173.5578,86.4019,164.2733,340.0281,100.9338,210.6323,388.583,35.284,456.7563,37.6225,54.0054,751.2014,255.7521,426.0882,256.1388,363.9743,364.6344,359.6115,437.8072,471.1637,493.0777,656.1281,843.058,990.8701,1005.6809,1549.5029,1599.9263,1924.618,1971.2356,1988.8991,2014.9267,2037.8988,2122.4353,2253.1951
5/10/2002,39.6898,7.4147,12.5448,32.7383,5.4984,5.3523,0.7218,1.0174,0.815,0.2649,3.9669,1.3955,12.9542,51.4019,17.9348,2.6379,11.6859,4.9399,8.0941,18.972,13.0298,8.9106,10.1278,15.9751,24.0887,24.0345,24.0183,57.2249,27.6019,38.0881,70.4421,78.3875,84.1327,37.7715,39.3426,767.3937,362.4495,400.6339,251.6152,303.4369,363.8041,367.9723,427.6213,452.6106,493.5444,549.8376,584.8763,606.3499,611.617,715.0619,731.9114,795.4023,801.8683,810.2429,818.0649,827.4846,845.04,890.6606
5/11/2002,582.2715,154.0035,79.3179,610.5846,64.6928,101.1423,12.1547,19.2468,17.4847,5.7199,67.1353,25.1683,222.1148,44.7689,94.8967,33.4825,208.1367,81.245,35.6401,98.8116,227.9207,141.8388,60.5804,237.8034,377.8837,78.5487,346.1577,649.0511,95.1757,377.3575,692.7615,178.6606,801.4197,76.8206,117.5317,672.6889,507.9189,332.2437,275.0748,306.5938,322.2994,354.8449,430.7565,465.372,504.4,650.8851,981.1788,1302.1814,1308.4449,2242.0235,2264.069,2813.1179,2916.1407,2903.8891,2921.184,2916.0305,3052.0584,3102.0735
5/12/2002,494.4057,123.1127,85.0364,496.5408,57.6248,82.0534,10.0538,15.6111,13.9037,4.5435,55.4776,20.5815,183.1156,59.9031,109.0062,29.3226,170.5542,67.5136,44.2717,114.1889,187.425,118.5398,66.2622,201.3854,316.7508,112.7108,295.1081,583.1571,133.1549,351.0691,646.4432,272.7983,754.5776,166.9638,198.4403,613.4166,648.6659,263.4237,324.3891,362.9775,309.8212,321.2645,454.8193,496.1878,525.4499,735.4567,1044.936,1314.0858,1330.327,2220.0187,2275.904,2803.2282,2888.9477,2900.5725,2931.7039,2950.671,3085.2424,3226.7979
5/13/2002,214.0754,50.5665,43.1078,207.1515,25.9103,34.1669,4.2594,6.4995,5.6855,1.8562,23.4849,8.628,77.3636,64.6561,57.2864,13.0096,71.6646,28.7069,24.1558,60.211,78.9565,50.6646,33.9703,87.006,135.6861,65.2412,128.1689,263.9199,76.2297,162.9507,300.2743,339.5738,352.6132,261.071,273.4158,746.9376,722.3931,222.4454,374.6537,383.1643,349.5257,326.7915,466.3603,495.9955,535.6569,666.9029,811.9508,928.172,939.5017,1359.7918,1397.4804,1648.8178,1685.4507,1698.4592,1717.8875,1734.7943,1800.1775,1898.7065
5/14/2002,29.0994,5.2684,9.6019,23.5095,4.0929,3.8368,0.5232,0.7291,0.5782,0.1878,2.8734,1.0058,9.3698,45.8404,13.8071,1.9562,8.4112,3.5902,6.2614,14.6032,9.413,6.4814,7.7712,11.7026,17.5811,18.6811,17.6378,42.6691,21.4085,28.6262,53.0335,318.3763,63.444,326.9312,327.8487,825.4252,712.9408,221.4322,395.8311,389.546,377.7467,360.4445,455.2875,477.8373,528.9891,577.6208,604.1648,620.0258,624.2217,702.3735,715.7672,763.9959,768.6423,775.096,781.4022,789.1633,802.4219,838.5036
5/15/2002,50.8918,13.2785,7.3614,52.8398,5.7212,8.7467,1.056,1.6644,1.5051,0.4923,5.8308,2.1815,19.2778,22.6817,8.982,2.9477,18.0465,7.066,3.4557,9.3694,19.7733,12.3538,5.6569,20.7778,32.9358,8.0052,30.289,57.5499,9.5784,33.7181,61.8899,262.9376,71.7521,319.5035,323.3169,703.4951,681.4571,263.855,375.633,398.1466,387.976,381.1783,423.9914,454.7784,509.7995,540.1887,570.4177,599.1676,600.3137,684.6691,687.9969,738.1342,747.1862,746.9362,748.9841,749.3602,761.9721,769.8922
5/16/2002,447.4241,117.8967,61.9691,467.9172,49.8652,77.5009,9.3244,14.7479,13.3813,4.3771,51.4999,19.2932,170.3639,23.9727,74.5607,25.779,159.5804,62.343,28.1919,77.6779,174.7842,108.883,47.4,182.6937,290.1199,62.9936,266.0575,500.5748,76.176,291.7334,535.7311,302.076,620.1667,276.0353,307.609,588.1999,705.4494,349.2266,327.4588,420.1306,397.3107,393.8428,405.5622,450.9506,504.5699,629.0612,884.7389,1131.3971,1136.9544,1860.0957,1879.3717,2304.8419,2383.9132,2375.9766,2390.1646,2387.4335,2493.1937,2537.3991
5/17/2002,261.5673,63.2718,49.2905,257.367,31.1419,42.4791,5.2544,8.0812,7.1265,2.3276,28.9798,10.6968,95.5472,39.416,64.5821,15.7305,88.7301,35.3614,26.8314,67.7774,97.6699,62.2526,38.6636,106.412,166.5881,70.8269,156.4144,316.3034,83.1625,193.2087,356.1322,347.079,417.1713,298.4383,314.4068,619.2541,753.687,464.5205,276.9235,407.5507,414.1609,406.2625,411.4675,447.4476,506.299,647.4681,818.6501,960.6616,972.111,1466.6962,1505.5548,1799.8551,1844.8356,1856.3095,1876.9664,1892.9175,1968.8581,2068.5176
5/18/2002,34.0976,5.9511,11.7862,26.9196,4.8753,4.3886,0.6054,0.834,0.6503,0.211,3.3228,1.1549,10.8239,37.9701,17.0376,2.3183,9.67,4.1604,7.7582,18.0348,10.8314,7.5395,9.548,13.6807,20.4601,23.2705,20.6771,50.9606,26.7086,34.456,63.9272,289.5339,76.6208,336.8753,338.0911,724.9563,739.5004,579.4359,246.6397,330.8046,409.1053,416.4221,420.8041,429.8755,490.6904,554.0479,586.1347,604.7001,610.0325,704.728,721.5545,779.8823,785.3139,793.7687,801.6211,811.2105,827.2917,872.4549
5/19/2002,16.5043,4.1421,2.762,16.6729,1.9134,2.7545,0.3369,0.5242,0.468,0.1529,1.8587,0.6911,6.1342,21.7907,3.5129,0.9758,5.7211,2.2622,1.4208,3.677,6.2819,3.9659,2.1544,6.7319,10.6062,3.594,9.8497,19.3522,4.1907,11.603,21.2615,181.9626,24.7543,294.7761,296.3877,702.8209,675.2468,660.456,250.8453,267.6373,350.8253,391.8159,427.4373,424.9413,463.667,491.258,502.3768,512.4408,513.3986,543.2564,545.7121,564.0855,567.0219,567.5086,568.7184,569.7146,574.5387,580.5117
5/20/2002,13.3126,3.3209,2.2775,13.3825,1.5504,2.2126,0.2709,0.421,0.3751,0.1225,1.4949,0.5548,4.9354,8.4856,2.9161,0.7885,4.5973,1.8182,1.1827,3.0549,5.0504,3.1953,1.7743,5.4247,8.5298,3.0094,7.9495,15.6944,3.549,9.421,17.3547,139.5556,20.2472,199.1415,200.5701,546.6242,644.2938,694.685,294.6189,254.3092,286.0941,329.3503,428.2934,429.0107,440.4772,461.3553,470.3034,478.2815,479.0414,503.3908,505.3565,520.0902,522.4923,523.0448,524.0303,524.7581,528.6199,533.3148
5/21/2002,33.1699,8.6261,4.8616,34.3611,3.7375,5.6879,0.6873,1.0824,0.9777,0.3197,3.7957,1.4182,12.5499,3.9733,5.9569,1.9247,11.7397,4.6001,2.3027,6.2163,12.8649,8.0436,3.7367,13.5344,21.4478,5.3666,19.7396,37.5889,6.438,22.0973,40.5789,188.8568,47.0996,149.8064,152.11,396.7315,668.0995,702.6917,373.6443,285.3444,260.2169,277.1085,424.4342,430.1938,431.5968,447.7362,467.418,485.98,486.7217,541.9919,544.2457,577.0363,582.8724,582.7655,584.1163,584.3356,592.598,597.9329
5/22/2002,306.4979,80.7873,42.3936,320.6003,34.1501,53.1008,6.3879,10.1047,9.1696,2.9994,35.2827,13.2194,116.7184,13.0405,50.9845,17.6567,109.3334,42.7121,19.265,53.1134,119.7534,74.5923,32.4255,125.1526,198.7544,43.0026,182.2538,342.8065,52.0139,199.7412,366.8187,209.8618,424.5857,181.5032,202.7653,331.9579,677.7238,714.2218,472.9941,374.209,280.6804,267.5687,425.0667,444.8243,443.9806,518.7159,693.4087,862.0024,865.5788,1360.4394,1373.1889,1664.1629,1718.3272,1712.6359,1722.2532,1720.2736,1792.5377,1821.9476
5/23/2002,76.4373,16.1094,19.899,68.4068,9.9378,11.225,1.4528,2.1345,1.7899,0.5829,7.9952,2.8805,26.2194,23.0624,27.7037,4.8744,24.0127,9.8763,12.1957,29.2153,26.6443,17.6032,15.9042,30.9344,47.4086,35.0009,46.0778,102.392,40.5529,65.9927,122.1222,151.0014,144.8957,203.9997,207.9619,353.209,613.8671,728.8934,568.7226,475.9378,352.6049,303.4801,411.2667,443.8911,458.5876,520.8336,579.6988,619.9454,626.6022,801.1134,823.8866,928.7848,941.374,951.425,962.6049,974.5034,1002.4455,1062.2714
5/24/2002,289.8391,76.0728,40.8201,302.2401,32.4065,50.0549,6.0303,9.5251,8.6324,2.8237,33.3052,12.4671,110.1603,28.3148,49.3797,16.7315,103.1419,40.329,18.7989,51.4788,112.9821,70.4669,31.2805,118.3259,187.7755,42.6084,172.3805,325.5216,51.3388,190.1611,349.1339,80.865,404.3584,158.9715,179.6585,459.5095,501.8069,725.7455,639.9399,570.3124,450.4843,386.112,382.8839,427.9708,470.2389,548.6448,715.3029,874.9212,878.9011,1351.031,1364.7269,1642.9057,1694.0802,1689.7365,1699.4371,1698.6102,1767.9314,1800.6316
5/25/2002,480.7425,123.508,73.9052,493.6931,54.6947,81.6848,9.9083,15.5426,13.9875,4.5736,54.7023,20.4044,180.7758,42.0444,91.8819,28.0694,168.9039,66.3785,36.0937,95.9972,185.2756,116.2037,57.0721,196.084,310.0421,86.743,286.3656,551.1178,103.4883,326.1552,599.7115,46.3233,696.9765,93.0382,126.0238,563.4977,409.9491,703.2796,681.7817,680.5237,547.2181,484.138,372.6886,426.4247,486.9175,646.9323,933.3131,1196.557,1206.8435,2023.7075,2059.4787,2541.7234,2625.9329,2626.1717,2648.2899,2655.1027,2776.4271,2864.4952
5/26/2002,66.2346,11.3726,23.388,51.7561,9.5429,8.4251,1.1684,1.6009,1.2375,0.4012,6.4096,2.2239,20.8605,46.6063,33.9079,4.5332,18.5978,8.0448,15.4655,35.88,20.879,14.5817,18.9557,26.5467,39.6522,46.4248,40.2088,99.8513,53.3772,67.7631,126.1258,60.8775,151.3417,54.2037,56.6757,636.9879,381.2876,681.8141,703.7239,724.0449,650.3109,582.3253,373.6429,403.6061,481.4637,583.8021,645.7458,680.2537,690.2645,876.0241,909.1211,1022.4115,1032.7633,1049.4601,1064.9956,1083.7036,1115.0592,1203.1092
5/27/2002,19.0239,4.6077,3.5673,18.7409,2.2637,3.0912,0.3827,0.5881,0.519,0.1696,2.1102,0.779,6.9563,31.0546,4.6569,1.1429,6.466,2.5755,1.9412,4.8956,7.097,4.5351,2.8071,7.7458,12.1327,5.1604,11.3671,23.0061,5.9662,14.0504,25.65,111.1192,29.9816,61.0852,62.0727,618.3392,420.7984,673.3036,716.9196,712.5467,710.5975,672.023,390.1756,381.8085,451.0698,486.903,500.5007,512.2265,513.6594,550.3382,553.9803,576.7202,580.1175,581.2966,583.0066,584.72,590.6995,600.1659
5/28/2002,29.2339,7.5201,4.4713,30.0437,3.3237,4.9716,0.6031,0.946,0.852,0.2785,3.3285,1.242,10.9966,13.813,5.5518,1.705,10.2757,4.038,2.1785,5.799,11.2789,7.0691,3.4543,11.9315,18.8543,5.2238,17.4194,33.4778,6.2126,19.7801,36.3889,145.3213,42.2793,103.5792,105.2898,420.6281,500.1301,660.6974,722.6729,717.6705,715.2944,711.7733,436.4521,401.0144,416.6757,449.4937,467.7836,484.8341,485.9063,536.088,538.9134,569.0803,574.2811,574.4682,576.0487,576.8507,584.5651,591.0864
5/29/2002,48.8858,12.5769,7.4822,50.2532,5.5568,8.3166,1.0083,1.5824,1.424,0.4655,5.5665,2.0762,18.4003,6.6518,9.2892,2.8532,17.1933,6.753,3.6431,9.7041,18.8534,11.8215,5.7735,19.9408,31.5394,8.7357,29.1195,55.9918,10.4314,33.1078,60.8658,194.5561,70.7203,141.9275,145.0185,226.7633,573.5264,618.1344,716.8962,727.2356,716.7895,715.5457,502.9236,451.0547,398.577,426.6594,456.3034,483.7444,485.0959,568.3767,572.4394,621.9311,630.5559,630.8611,633.1761,633.9609,646.5445,656.3324
5/30/2002,19.0484,4.4086,4.0452,18.1651,2.337,2.9937,0.3759,0.5694,0.4946,0.1614,2.0706,0.7584,6.8155,5.5086,5.4351,1.1681,6.3007,2.5366,2.3155,5.7159,6.9515,4.4845,3.1979,7.7347,12.0268,6.349,11.4188,23.8559,7.4004,14.8675,27.4197,241.6354,32.2774,188.3656,189.1275,168.5667,587.0748,545.3804,702.1351,725.2305,724.4943,719.7516,578.0333,517.4392,411.4523,415.5329,428.5977,438.699,439.7534,478.2258,481.9282,504.8965,508.1319,509.5092,511.3749,513.1827,519.1797,529.0187
5/31/2002,18.1245,4.5887,2.9364,18.4299,2.0853,3.0468,0.3715,0.5798,0.5195,0.1697,2.0505,0.7623,6.771,4.4809,3.7048,1.0654,6.3148,2.4906,1.48,3.8766,6.9336,4.3658,2.2787,7.3872,11.651,3.6663,10.8082,21.0581,4.3451,12.5499,23.0787,199.1407,26.8788,231.0148,232.129,186.2149,502.6332,471.0514,686.2615,711.0912,725.2816,725.4379,645.379,589.0605,452.5086,433.2936,443.5007,452.4955,452.5553,483.606,484.6356,502.7002,505.7966,505.7012,506.5427,506.7895,511.2038,514.4246
6/1/2002,12.7193,3.1411,2.2517,12.6906,1.4923,2.0975,0.2576,0.3992,0.3543,0.1158,1.4219,0.5265,4.6927,3.2655,2.9067,0.7577,4.3671,1.7313,1.19,3.0471,4.8,3.043,1.7585,5.182,8.1339,3.0681,7.5957,15.1205,3.6129,9.1499,16.8384,113.1443,19.6705,202.8005,204.028,215.3522,360.5109,429.0093,670.3675,694.7144,714.5927,722.2553,690.4374,651.9995,512.3972,479.6658,486.3573,491.7348,491.4987,513.7791,514.3023,526.8699,528.9508,528.9346,529.4492,529.5183,532.6503,534.8483
6/2/2002,300.353,79.4431,40.9087,314.9654,33.3691,52.1734,6.2696,9.9282,9.0195,2.9504,34.6307,12.983,114.5761,11.8276,48.9421,17.2705,107.3655,41.9085,18.3765,50.962,117.571,73.1672,31.2422,122.6604,194.919,40.4886,178.5589,334.789,49.0951,194.6362,357.3713,60.5534,413.4112,126.5565,148.2503,275.9276,248.5398,435.7811,644.9372,699.4696,700.4266,712.0602,724.2183,712.4931,591.1097,617.6773,786.158,949.6243,951.8796,1432.1148,1442.0237,1723.4294,1776.421,1769.5728,1777.9385,1774.5653,1844.1086,1867.0822
6/3/2002,78.2889,16.6632,20.0045,70.5311,10.1211,11.5793,1.4936,2.2019,1.8532,0.6036,8.2207,2.9669,26.9698,21.9265,27.7701,4.9733,24.7243,10.1476,12.1924,29.2781,27.4196,18.0689,15.9741,31.6934,48.6441,34.8669,47.1638,104.1781,40.4212,66.9376,123.859,41.5915,146.8513,69.6991,73.9796,348.7934,204.3508,480.087,600.2975,688.5226,698.2714,701.0874,746.9659,747.5412,666.7106,688.9531,747.0666,786.602,792.3705,967.9346,989.2421,1093.8849,1106.6667,1116.0403,1126.7284,1137.8837,1165.5896,1222.4702
6/4/2002,136.584,35.4272,20.1994,141.216,15.4185,23.3783,2.8274,4.4484,4.0165,1.3136,15.6128,5.8315,51.6185,22.8335,24.8134,7.9317,48.2704,18.9234,9.6227,25.9095,52.9031,33.1066,15.5507,55.7306,88.2608,22.6077,81.2884,155.1546,27.0392,91.2866,167.6006,31.8107,194.4673,44.9202,54.4077,406.0611,210.982,529.4954,540.8241,638.1153,690.66,699.0087,756.0548,759.9933,721.6942,733.9234,812.9397,886.7481,888.6446,1115.6419,1123.1401,1256.7047,1280.6405,1279.4512,1284.5844,1285.0837,1318.4297,1337.8608
6/5/2002,49.4994,11.3105,10.8536,46.8122,6.1264,7.7079,0.9714,1.466,1.2674,0.4132,5.3524,1.9562,17.6066,18.4988,14.6756,3.0549,16.2566,6.5658,6.2894,15.4372,17.9563,11.6152,8.5984,20.0975,31.1788,17.3831,29.7051,62.6253,20.2346,39.2149,72.4114,26.4352,85.3248,33.6112,36.5096,359.9047,249.7234,544.8783,485.7335,579.5633,650.6226,679.4434,756.3792,766.1471,754.6997,769.4877,803.5907,829.2703,831.9532,933.2926,943.2216,1003.4731,1011.7541,1015.4493,1020.6404,1025.4894,1041.1938,1067.5178
6/6/2002,18.3709,4.3266,3.7277,17.731,2.2284,2.9253,0.365,0.5566,0.4862,0.1587,2.0135,0.7391,6.6328,11.7835,4.9594,1.1168,6.1422,2.4604,2.0948,5.2165,6.7644,4.3478,2.9401,7.4648,11.634,5.6861,10.9998,22.7212,6.6286,14.0222,25.8116,47.5805,30.3268,28.5083,29.596,263.1473,306.4403,502.058,455.8407,513.8126,594.7809,634.0678,743.899,757.8419,766.5549,771.8577,784.0973,793.7912,794.6464,830.6645,833.7119,855.1702,858.3064,859.4797,861.0002,862.3429,867.9264,876.281
6/7/2002,10.5585,2.5851,1.9103,10.4855,1.245,1.7319,0.2134,0.3296,0.292,0.0954,1.1771,0.4348,3.8823,6.2009,2.4796,0.631,3.6085,1.4332,1.0229,2.5999,3.9674,2.5208,1.4943,4.2986,6.7459,2.6582,6.3071,12.6163,3.1143,7.6733,14.1006,98.9027,16.4812,46.5225,46.9658,173.4699,355.1628,413.6924,459.8884,470.7366,531.8334,575.1645,727.0474,743.0285,767.4038,772.8093,779.5721,785.2905,785.6859,805.1838,806.5635,818.1725,819.9684,820.2808,821.044,821.628,824.6056,828.1832
6/8/2002,270.3379,71.5186,36.7923,283.5228,30.0302,46.965,5.6435,8.937,8.1192,2.6563,31.1721,11.6871,103.1339,11.4758,44.0056,15.5432,96.6451,37.7237,16.5167,45.8201,105.834,65.8574,28.0971,110.4053,175.4431,36.3692,160.7126,301.2859,44.106,175.1223,321.5592,120.0538,371.9877,91.0543,109.8938,139.6132,360.2251,320.4861,488.0372,481.1468,484.8924,518.1044,717.8954,742.8876,770.3241,838.2205,991.4427,1140.3968,1143.2447,1576.4761,1586.5642,1841.1978,1889.0548,1883.38,1891.3035,1888.7643,1951.8446,1974.5367
6/9/2002,353.3152,89.9592,56.1926,360.5118,40.4825,59.6292,7.2538,11.3456,10.1801,3.328,40.0413,14.9117,132.2797,29.0555,70.542,20.7237,123.4819,48.6271,28.012,73.7657,135.5162,85.2018,43.5147,144.0506,227.4203,68.6286,210.583,408.4345,81.6176,242.9652,446.9213,109.0307,520.09,117.0312,140.6595,226.5467,313.0456,258.2798,515.4428,531.9092,481.5671,485.8627,713.1576,753.306,781.6933,909.2367,1122.844,1316.0055,1324.769,1935.4593,1965.7412,2326.6938,2388.4006,2390.945,2408.9609,2416.4084,2507.564,2582.9484
6/10/2002,459.7829,117.3017,72.5668,469.8046,52.5971,77.7146,9.4483,14.7868,13.2772,4.3408,52.1572,19.4295,172.3217,48.9055,90.8943,26.9384,160.8869,63.3264,36.0109,95.0389,176.5374,110.9422,56.166,187.4743,296.074,87.8935,273.9885,530.5184,104.5516,315.2045,579.6322,84.1651,674.2945,111.3263,142.3252,450.4802,243.0076,239.2074,515.3372,579.336,520.7831,498.4841,701.9669,758.0411,800.104,963.9325,1241.1572,1492.8635,1504.0126,2295.8232,2334.0709,2802.2639,2882.6503,2885.3783,2908.2226,2917.274,3035.5348,3131.0752
6/11/2002,86.956,17.1176,25.4353,74.3398,11.7318,12.1674,1.6113,2.3132,1.8903,0.6149,8.8575,3.1518,28.974,51.2536,36.0119,5.6848,26.3322,11.0018,16.0979,38.0332,29.3254,19.7265,20.4484,35.0975,53.2874,47.1514,52.577,121.5662,54.3966,79.9277,148.0231,56.6302,176.3911,88.3174,92.4574,640.8173,196.4618,256.0591,475.2794,572.2299,565.8575,538.294,667.9135,726.7514,804.184,902.326,974.553,1020.5667,1030.2052,1244.5787,1276.7293,1406.6811,1420.8003,1435.8603,1451.307,1468.8863,1504.0928,1589.1946
6/12/2002,1176.3305,311.003,160.5204,1233.1489,130.7372,204.2693,24.5511,38.8713,35.309,11.5507,135.607,50.8333,448.6522,70.6446,192.1568,67.6535,420.3958,164.1097,72.2121,200.1071,460.3562,286.5291,122.6195,480.3996,763.3204,159.409,699.3272,1311.7699,193.1507,762.8122,1400.4533,64.2579,1620.1797,64.1037,147.2834,803.8804,227.8401,296.322,407.3969,592.2221,577.6005,579.3805,660.0821,742.4988,826.9081,1122.7675,1790.4131,2438.7887,2451.5758,4339.224,4384.1411,5494.2415,5702.3854,5678.2266,5713.0995,5702.7318,5977.9808,6080.2429
6/13/2002,545.2601,128.5226,110.5417,526.8623,66.1054,86.8688,10.8358,16.5242,14.4403,4.7139,59.7386,21.9501,196.7573,102.5044,147.153,33.1857,182.2463,73.0646,62.11,154.628,200.9125,128.9324,87.1269,221.6014,345.4676,167.9241,326.5792,673.4753,196.3911,416.289,768.028,135.2374,902.3082,69.5743,102.1021,971.0583,354.685,336.6603,336.8815,587.7525,588.0822,587.2765,679.5546,760.6406,852.1073,1174.0978,1543.3343,1837.392,1865.8692,2939.2125,3036.3953,3676.4501,3769.3193,3802.7424,3853.0655,3896.481,4063.0065,4313.9219
6/14/2002,39.3837,4.2428,19.6383,23.5812,6.5526,3.7767,0.6101,0.7166,0.4272,0.137,3.3289,1.0651,10.6888,89.5811,29.4113,3.022,8.7866,4.2858,13.9337,31.232,10.0939,7.9856,16.241,15.4472,22.1682,43.0657,24.1667,69.5617,49.0044,50.8131,93.7168,229.2569,113.5487,128.4105,128.267,1170.3729,526.7205,349.5663,285.7079,438.9402,585.9671,595.4235,674.1606,710.6247,831.0215,946.9481,994.6328,1015.3285,1025.7298,1169.0217,1201.4952,1291.4475,1297.136,1314.9554,1329.6417,1349.1559,1374.876,1463.5529
6/15/2002,43.8919,11.5751,6.0477,45.9414,4.8864,7.609,0.9152,1.4479,1.3143,0.4299,5.0544,1.8941,16.7176,47.7927,7.2652,2.5279,15.6608,6.1178,2.7413,7.5646,17.1567,10.6841,4.6255,17.9282,28.4734,6.1075,26.0922,49.0728,7.353,28.5472,52.4481,284.9497,60.6933,215.3147,217.8889,1036.0328,699.9153,327.6311,266.1117,321.8058,477.6427,553.9854,665.74,678.5185,784.308,833.0615,859.6812,885.7191,887.0404,958.9623,962.1289,1005.6749,1013.4818,1012.7889,1014.7231,1015.481,1026.3783,1033.5828
6/16/2002,8.2242,1.5917,2.4837,6.9486,1.1223,1.1373,0.1511,0.216,0.175,0.0569,0.8316,0.2949,2.7192,16.8198,3.5336,0.5417,2.467,1.0345,1.5841,3.7333,2.7484,1.8588,1.999,3.3171,5.0192,4.6618,4.979,11.6575,5.3813,7.6956,14.2788,340.0035,17.034,277.3392,277.4211,623.6672,870.4571,284.728,276.0351,279.9699,355.353,437.0158,651.3265,666.6581,730.0991,774.4685,782.748,788.5931,790.2368,811.8509,816.1202,829.7944,831.2849,833.4866,835.2215,837.2593,841.3659,851.615
6/17/2002,12.3794,3.2119,1.8279,12.8053,1.3971,2.1181,0.2565,0.4031,0.3641,0.1192,1.4167,0.5285,4.6837,5.156,2.2419,0.7189,4.3787,1.7153,0.8708,2.3433,4.7956,3.0018,1.4058,5.0449,8.0064,2.0431,7.3761,14.0613,2.4412,8.2846,15.1533,484.6647,17.6046,338.1214,338.3662,363.9769,1011.5271,252.4823,302.2406,276.1159,293.4958,335.1919,626.729,648.6213,691.7207,720.5798,728.9071,736.907,737.7114,759.1058,760.7379,773.9655,776.2344,776.5421,777.2518,777.7531,781.1202,784.7868
6/18/2002,21.6034,5.5615,3.2949,22.2215,2.454,3.677,0.4455,0.6998,0.6299,0.2061,2.46,0.9182,8.131,2.7796,4.0872,1.2604,7.5971,2.9865,1.6008,4.268,8.3368,5.2243,2.5442,8.8179,13.9363,3.8295,12.8605,24.713,4.5693,14.613,26.8841,508.9471,31.2139,459.6148,460.3583,308.598,1013.5223,266.4625,325.8555,296.5944,278.6552,288.6658,594.0794,624.1872,671.0944,692.2898,705.7081,718.2264,718.9733,756.0115,758.0292,780.2038,784.0474,784.134,785.2604,785.8745,791.497,796.2004
6/19/2002,36.245,9.3235,5.5457,37.2519,4.1196,6.1647,0.7474,1.173,1.056,0.3454,4.1266,1.5396,13.6377,3.3227,6.8842,2.1142,12.746,5.0056,2.7005,7.1925,13.9785,8.7641,4.2793,14.7856,23.3804,6.471,21.5912,41.5091,7.7272,24.5342,45.1108,341.8405,52.4201,496.6712,499.5018,349.7202,826.7418,343.6828,331.0202,322.4597,291.8951,282.9184,539.7034,589.2458,653.6377,678.1159,700.1452,720.5451,721.5534,783.3082,786.2977,823.0441,829.4372,829.5711,831.4234,831.9594,841.1972,848.3056
6/20/2002,263.2682,69.2978,36.6346,275.1117,29.3673,45.5638,5.4839,8.6704,7.8645,2.5727,30.2879,11.345,100.1897,12.0034,44.1475,15.1772,93.8357,36.6701,16.7231,45.9996,102.7838,64.0492,28.036,107.4921,170.6713,37.513,156.5688,294.8545,45.3286,171.9522,315.8006,169.3637,365.6354,364.237,383.8383,469.2445,578.5447,473.8292,314.5178,352.029,316.5248,301.5835,471.5271,547.0468,640.0022,721.4895,872.4667,1017.85,1021.3613,1447.9857,1459.8858,1711.0513,1757.5803,1753.1769,1761.7167,1760.4163,1822.982,1850.2944
6/21/2002,97.7291,22.3448,21.4059,92.4555,12.0909,15.2248,1.9181,2.8958,2.5034,0.8167,10.5698,3.8633,34.7727,21.357,28.934,6.0283,32.1084,12.9632,12.3937,30.4428,35.46,22.9393,16.9531,39.6672,61.5504,34.2459,58.6341,123.5982,39.9117,77.3812,142.8812,74.5424,168.3573,196.1645,202.6739,596.2924,413.9324,631.4237,288.8306,353.3188,343.6918,326.8754,405.8173,482.6166,616.9815,702.01,771.51,824.7082,831.1403,1032.7658,1054.01,1174.9178,1191.4947,1199.6254,1210.2924,1220.5057,1252.2645,1307.0949
6/22/2002,248.7083,64.8377,36.0404,258.096,27.9621,42.7324,5.1594,8.1314,7.3533,2.405,28.4914,10.6527,94.2129,26.4381,44.0003,14.4084,88.1522,34.5212,16.934,45.9077,96.5986,60.3576,27.6895,101.5087,160.8935,39.1975,147.9808,281.1603,47.0506,164.922,302.9136,35.1968,351.2343,90.1642,107.848,656.7832,370.7411,789.5077,278.1535,330.6123,352.795,350.1174,363.8016,421.559,576.8847,682.5408,828.421,966.534,971.1986,1382.7291,1397.519,1640.7906,1684.7091,1682.5831,1692.2318,1693.1702,1754.1092,1789.4709
